date,value,type
14:16:42 28/04/2024,18.92,Temp1
14:16:42 28/04/2024,19.83,Temp2
14:16:42 28/04/2024,89.32,Humid1
14:16:42 28/04/2024,42.26,Humid2
14:16:42 28/04/2024,997.82,Press1
14:16:42 28/04/2024,997.1,Press2
14:16:52 28/04/2024,18.93,Temp1
14:16:52 28/04/2024,19.85,Temp2
14:16:52 28/04/2024,89.31,Humid1
14:16:52 28/04/2024,41.85,Humid2
14:16:52 28/04/2024,997.83,Press1
14:16:52 28/04/2024,997.1,Press2
14:17:02 28/04/2024,18.93,Temp1
14:17:02 28/04/2024,19.84,Temp2
14:17:02 28/04/2024,89.3,Humid1
14:17:02 28/04/2024,42.58,Humid2
14:17:02 28/04/2024,997.88,Press1
14:17:02 28/04/2024,997.15,Press2
14:17:12 28/04/2024,18.94,Temp1
14:17:12 28/04/2024,19.83,Temp2
14:17:12 28/04/2024,89.3,Humid1
14:17:12 28/04/2024,42.62,Humid2
14:17:12 28/04/2024,997.9,Press1
14:17:12 28/04/2024,997.17,Press2
14:17:22 28/04/2024,18.93,Temp1
14:17:22 28/04/2024,19.84,Temp2
14:17:22 28/04/2024,89.3,Humid1
14:17:22 28/04/2024,42.61,Humid2
14:17:22 28/04/2024,997.96,Press1
14:17:22 28/04/2024,997.17,Press2
14:17:32 28/04/2024,18.93,Temp1
14:17:32 28/04/2024,19.85,Temp2
14:17:32 28/04/2024,89.3,Humid1
14:17:32 28/04/2024,42.72,Humid2
14:17:32 28/04/2024,997.88,Press1
14:17:32 28/04/2024,997.1,Press2
14:17:42 28/04/2024,18.92,Temp1
14:17:42 28/04/2024,19.86,Temp2
14:17:42 28/04/2024,89.29,Humid1
14:17:42 28/04/2024,42.93,Humid2
14:17:42 28/04/2024,997.9,Press1
14:17:42 28/04/2024,997.2,Press2
14:17:52 28/04/2024,18.94,Temp1
14:17:52 28/04/2024,19.87,Temp2
14:17:52 28/04/2024,89.3,Humid1
14:17:52 28/04/2024,42.62,Humid2
14:17:52 28/04/2024,997.9,Press1
14:17:52 28/04/2024,997.07,Press2
14:18:02 28/04/2024,18.93,Temp1
14:18:02 28/04/2024,19.88,Temp2
14:18:02 28/04/2024,89.32,Humid1
14:18:02 28/04/2024,42.27,Humid2
14:18:02 28/04/2024,997.92,Press1
14:18:02 28/04/2024,997.19,Press2
14:18:12 28/04/2024,18.93,Temp1
14:18:12 28/04/2024,19.88,Temp2
14:18:12 28/04/2024,89.33,Humid1
14:18:12 28/04/2024,42.14,Humid2
14:18:12 28/04/2024,997.92,Press1
14:18:12 28/04/2024,997.1,Press2
14:18:22 28/04/2024,18.93,Temp1
14:18:22 28/04/2024,19.87,Temp2
14:18:22 28/04/2024,89.36,Humid1
14:18:22 28/04/2024,42.11,Humid2
14:18:22 28/04/2024,997.89,Press1
14:18:22 28/04/2024,997.19,Press2
14:18:32 28/04/2024,18.95,Temp1
14:18:32 28/04/2024,19.87,Temp2
14:18:32 28/04/2024,89.35,Humid1
14:18:32 28/04/2024,42.6,Humid2
14:18:32 28/04/2024,998.04,Press1
14:18:32 28/04/2024,997.25,Press2
14:18:42 28/04/2024,18.93,Temp1
14:18:42 28/04/2024,19.88,Temp2
14:18:42 28/04/2024,89.36,Humid1
14:18:42 28/04/2024,42.82,Humid2
14:18:42 28/04/2024,997.85,Press1
14:18:42 28/04/2024,997.14,Press2
14:18:52 28/04/2024,21.98,Temp1
14:18:52 28/04/2024,19.89,Temp2
14:18:52 28/04/2024,45.81,Humid1
14:18:52 28/04/2024,42.54,Humid2
14:18:52 28/04/2024,1048.51,Press1
14:18:52 28/04/2024,997.23,Press2
14:19:02 28/04/2024,18.93,Temp1
14:19:02 28/04/2024,19.91,Temp2
14:19:02 28/04/2024,89.35,Humid1
14:19:02 28/04/2024,42.72,Humid2
14:19:02 28/04/2024,997.83,Press1
14:19:02 28/04/2024,997.17,Press2
14:19:12 28/04/2024,18.93,Temp1
14:19:12 28/04/2024,19.87,Temp2
14:19:12 28/04/2024,89.35,Humid1
14:19:12 28/04/2024,41.87,Humid2
14:19:12 28/04/2024,997.96,Press1
14:19:12 28/04/2024,997.22,Press2
14:19:22 28/04/2024,18.91,Temp1
14:19:22 28/04/2024,19.78,Temp2
14:19:22 28/04/2024,89.33,Humid1
14:19:22 28/04/2024,41.42,Humid2
14:19:22 28/04/2024,997.9,Press1
14:19:22 28/04/2024,997.12,Press2
14:19:32 28/04/2024,18.87,Temp1
14:19:32 28/04/2024,19.66,Temp2
14:19:32 28/04/2024,89.35,Humid1
14:19:32 28/04/2024,42.46,Humid2
14:19:32 28/04/2024,997.98,Press1
14:19:32 28/04/2024,997.27,Press2
14:19:42 28/04/2024,18.86,Temp1
14:19:42 28/04/2024,19.56,Temp2
14:19:42 28/04/2024,89.39,Humid1
14:19:42 28/04/2024,42.32,Humid2
14:19:42 28/04/2024,997.87,Press1
14:19:42 28/04/2024,997.09,Press2
14:19:52 28/04/2024,18.44,Temp1
14:19:52 28/04/2024,19.46,Temp2
14:19:52 28/04/2024,64.82,Humid1
14:19:52 28/04/2024,42.32,Humid2
14:19:52 28/04/2024,997.88,Press1
14:19:52 28/04/2024,997.17,Press2
14:20:02 28/04/2024,18.21,Temp1
14:20:02 28/04/2024,19.32,Temp2
14:20:02 28/04/2024,54.8,Humid1
14:20:02 28/04/2024,41.54,Humid2
14:20:02 28/04/2024,997.82,Press1
14:20:02 28/04/2024,997.2,Press2
14:20:12 28/04/2024,18.1,Temp1
14:20:12 28/04/2024,19.08,Temp2
14:20:12 28/04/2024,52.61,Humid1
14:20:12 28/04/2024,42.56,Humid2
14:20:12 28/04/2024,997.74,Press1
14:20:12 28/04/2024,997.15,Press2
14:20:22 28/04/2024,17.98,Temp1
14:20:22 28/04/2024,18.97,Temp2
14:20:22 28/04/2024,51.78,Humid1
14:20:22 28/04/2024,43.56,Humid2
14:20:22 28/04/2024,997.8,Press1
14:20:22 28/04/2024,997.2,Press2
14:20:32 28/04/2024,17.91,Temp1
14:20:32 28/04/2024,18.89,Temp2
14:20:32 28/04/2024,52.71,Humid1
14:20:32 28/04/2024,43.47,Humid2
14:20:32 28/04/2024,997.82,Press1
14:20:32 28/04/2024,997.24,Press2
14:20:42 28/04/2024,17.88,Temp1
14:20:42 28/04/2024,18.79,Temp2
14:20:42 28/04/2024,50.99,Humid1
14:20:42 28/04/2024,42.89,Humid2
14:20:42 28/04/2024,997.85,Press1
14:20:42 28/04/2024,997.25,Press2
14:20:52 28/04/2024,17.86,Temp1
14:20:52 28/04/2024,18.73,Temp2
14:20:52 28/04/2024,50.36,Humid1
14:20:52 28/04/2024,42.88,Humid2
14:20:52 28/04/2024,997.79,Press1
14:20:52 28/04/2024,997.22,Press2
14:21:02 28/04/2024,17.85,Temp1
14:21:02 28/04/2024,18.63,Temp2
14:21:02 28/04/2024,49.92,Humid1
14:21:02 28/04/2024,43.11,Humid2
14:21:02 28/04/2024,997.78,Press1
14:21:02 28/04/2024,997.18,Press2
14:21:12 28/04/2024,17.78,Temp1
14:21:12 28/04/2024,18.55,Temp2
14:21:12 28/04/2024,49.8,Humid1
14:21:12 28/04/2024,43.33,Humid2
14:21:12 28/04/2024,997.75,Press1
14:21:12 28/04/2024,997.16,Press2
14:21:22 28/04/2024,17.72,Temp1
14:21:22 28/04/2024,18.47,Temp2
14:21:22 28/04/2024,49.78,Humid1
14:21:22 28/04/2024,43.47,Humid2
14:21:22 28/04/2024,997.73,Press1
14:21:22 28/04/2024,997.23,Press2
14:21:32 28/04/2024,17.68,Temp1
14:21:32 28/04/2024,18.4,Temp2
14:21:32 28/04/2024,49.71,Humid1
14:21:32 28/04/2024,43.46,Humid2
14:21:32 28/04/2024,997.74,Press1
14:21:32 28/04/2024,997.17,Press2
14:21:42 28/04/2024,17.66,Temp1
14:21:42 28/04/2024,18.31,Temp2
14:21:42 28/04/2024,49.6,Humid1
14:21:42 28/04/2024,43.65,Humid2
14:21:42 28/04/2024,997.74,Press1
14:21:42 28/04/2024,997.23,Press2
14:21:52 28/04/2024,17.64,Temp1
14:21:52 28/04/2024,18.26,Temp2
14:21:52 28/04/2024,49.48,Humid1
14:21:52 28/04/2024,44.02,Humid2
14:21:52 28/04/2024,997.71,Press1
14:21:52 28/04/2024,997.13,Press2
14:22:02 28/04/2024,17.57,Temp1
14:22:02 28/04/2024,18.22,Temp2
14:22:02 28/04/2024,49.61,Humid1
14:22:02 28/04/2024,43.95,Humid2
14:22:02 28/04/2024,997.77,Press1
14:22:02 28/04/2024,997.21,Press2
14:22:12 28/04/2024,17.56,Temp1
14:22:12 28/04/2024,18.19,Temp2
14:22:12 28/04/2024,49.64,Humid1
14:22:12 28/04/2024,44.08,Humid2
14:22:12 28/04/2024,997.83,Press1
14:22:12 28/04/2024,997.25,Press2
14:22:22 28/04/2024,17.56,Temp1
14:22:22 28/04/2024,18.15,Temp2
14:22:22 28/04/2024,49.54,Humid1
14:22:22 28/04/2024,45.11,Humid2
14:22:22 28/04/2024,997.77,Press1
14:22:22 28/04/2024,997.18,Press2
14:22:32 28/04/2024,17.53,Temp1
14:22:32 28/04/2024,18.1,Temp2
14:22:32 28/04/2024,49.52,Humid1
14:22:32 28/04/2024,44.81,Humid2
14:22:32 28/04/2024,997.8,Press1
14:22:32 28/04/2024,997.18,Press2
14:22:42 28/04/2024,17.52,Temp1
14:22:42 28/04/2024,18.09,Temp2
14:22:42 28/04/2024,49.5,Humid1
14:22:42 28/04/2024,44.6,Humid2
14:22:42 28/04/2024,997.73,Press1
14:22:42 28/04/2024,997.19,Press2
14:22:52 28/04/2024,17.52,Temp1
14:22:52 28/04/2024,18.04,Temp2
14:22:52 28/04/2024,49.44,Humid1
14:22:52 28/04/2024,44.42,Humid2
14:22:52 28/04/2024,997.76,Press1
14:22:52 28/04/2024,997.15,Press2
14:23:02 28/04/2024,17.46,Temp1
14:23:02 28/04/2024,18.01,Temp2
14:23:02 28/04/2024,49.48,Humid1
14:23:02 28/04/2024,45.29,Humid2
14:23:02 28/04/2024,997.75,Press1
14:23:02 28/04/2024,997.18,Press2
14:23:12 28/04/2024,17.43,Temp1
14:23:12 28/04/2024,17.98,Temp2
14:23:12 28/04/2024,49.84,Humid1
14:23:12 28/04/2024,44.82,Humid2
14:23:12 28/04/2024,997.78,Press1
14:23:12 28/04/2024,997.22,Press2
14:23:22 28/04/2024,17.44,Temp1
14:23:22 28/04/2024,17.97,Temp2
14:23:22 28/04/2024,50.58,Humid1
14:23:22 28/04/2024,45.6,Humid2
14:23:22 28/04/2024,997.77,Press1
14:23:22 28/04/2024,997.18,Press2
14:23:32 28/04/2024,17.47,Temp1
14:23:32 28/04/2024,17.96,Temp2
14:23:32 28/04/2024,49.97,Humid1
14:23:32 28/04/2024,45.19,Humid2
14:23:32 28/04/2024,997.78,Press1
14:23:32 28/04/2024,997.23,Press2
14:23:42 28/04/2024,17.47,Temp1
14:23:42 28/04/2024,17.94,Temp2
14:23:42 28/04/2024,49.69,Humid1
14:23:42 28/04/2024,44.93,Humid2
14:23:42 28/04/2024,997.81,Press1
14:23:42 28/04/2024,997.22,Press2
14:23:52 28/04/2024,17.47,Temp1
14:23:52 28/04/2024,17.93,Temp2
14:23:52 28/04/2024,49.6,Humid1
14:23:52 28/04/2024,44.9,Humid2
14:23:52 28/04/2024,997.85,Press1
14:23:52 28/04/2024,997.28,Press2
14:24:02 28/04/2024,17.52,Temp1
14:24:02 28/04/2024,17.91,Temp2
14:24:02 28/04/2024,49.6,Humid1
14:24:02 28/04/2024,44.9,Humid2
14:24:02 28/04/2024,997.79,Press1
14:24:02 28/04/2024,997.17,Press2
14:24:12 28/04/2024,17.53,Temp1
14:24:12 28/04/2024,17.88,Temp2
14:24:12 28/04/2024,49.51,Humid1
14:24:12 28/04/2024,44.86,Humid2
14:24:12 28/04/2024,997.77,Press1
14:24:12 28/04/2024,997.12,Press2
14:24:22 28/04/2024,17.49,Temp1
14:24:22 28/04/2024,17.86,Temp2
14:24:22 28/04/2024,49.56,Humid1
14:24:22 28/04/2024,44.9,Humid2
14:24:22 28/04/2024,997.8,Press1
14:24:22 28/04/2024,997.22,Press2
14:24:32 28/04/2024,17.4,Temp1
14:24:32 28/04/2024,17.87,Temp2
14:24:32 28/04/2024,49.36,Humid1
14:24:32 28/04/2024,44.87,Humid2
14:24:32 28/04/2024,997.9,Press1
14:24:32 28/04/2024,997.23,Press2
14:24:42 28/04/2024,17.39,Temp1
14:24:42 28/04/2024,17.87,Temp2
14:24:42 28/04/2024,49.54,Humid1
14:24:42 28/04/2024,44.88,Humid2
14:24:42 28/04/2024,997.88,Press1
14:24:42 28/04/2024,997.27,Press2
14:24:52 28/04/2024,17.42,Temp1
14:24:52 28/04/2024,17.86,Temp2
14:24:52 28/04/2024,51.58,Humid1
14:24:52 28/04/2024,45.23,Humid2
14:24:52 28/04/2024,997.87,Press1
14:24:52 28/04/2024,997.24,Press2
14:25:02 28/04/2024,17.39,Temp1
14:25:02 28/04/2024,17.85,Temp2
14:25:02 28/04/2024,49.84,Humid1
14:25:02 28/04/2024,44.99,Humid2
14:25:02 28/04/2024,997.84,Press1
14:25:02 28/04/2024,997.18,Press2
14:25:12 28/04/2024,17.76,Temp1
14:25:12 28/04/2024,17.85,Temp2
14:25:12 28/04/2024,52.63,Humid1
14:25:12 28/04/2024,45.58,Humid2
14:25:12 28/04/2024,997.79,Press1
14:25:12 28/04/2024,997.18,Press2
14:25:22 28/04/2024,18.08,Temp1
14:25:22 28/04/2024,17.84,Temp2
14:25:22 28/04/2024,51.87,Humid1
14:25:22 28/04/2024,45.48,Humid2
14:25:22 28/04/2024,997.77,Press1
14:25:22 28/04/2024,997.11,Press2
14:25:32 28/04/2024,18.24,Temp1
14:25:32 28/04/2024,17.87,Temp2
14:25:32 28/04/2024,50.11,Humid1
14:25:32 28/04/2024,46.07,Humid2
14:25:32 28/04/2024,997.81,Press1
14:25:32 28/04/2024,997.18,Press2
14:25:42 28/04/2024,18.28,Temp1
14:25:42 28/04/2024,17.89,Temp2
14:25:42 28/04/2024,64.6,Humid1
14:25:42 28/04/2024,44.85,Humid2
14:25:42 28/04/2024,997.84,Press1
14:25:42 28/04/2024,997.13,Press2
14:25:52 28/04/2024,18.3,Temp1
14:25:52 28/04/2024,17.88,Temp2
14:25:52 28/04/2024,64.52,Humid1
14:25:52 28/04/2024,45.14,Humid2
14:25:52 28/04/2024,997.82,Press1
14:25:52 28/04/2024,997.26,Press2
14:26:02 28/04/2024,18.32,Temp1
14:26:02 28/04/2024,17.89,Temp2
14:26:02 28/04/2024,66.27,Humid1
14:26:02 28/04/2024,44.95,Humid2
14:26:02 28/04/2024,997.87,Press1
14:26:02 28/04/2024,997.24,Press2
14:26:12 28/04/2024,18.3,Temp1
14:26:12 28/04/2024,17.88,Temp2
14:26:12 28/04/2024,66.55,Humid1
14:26:12 28/04/2024,44.92,Humid2
14:26:12 28/04/2024,997.9,Press1
14:26:12 28/04/2024,997.25,Press2
14:26:22 28/04/2024,18.3,Temp1
14:26:22 28/04/2024,17.88,Temp2
14:26:22 28/04/2024,68.21,Humid1
14:26:22 28/04/2024,45.03,Humid2
14:26:22 28/04/2024,997.88,Press1
14:26:22 28/04/2024,997.26,Press2
14:26:32 28/04/2024,18.3,Temp1
14:26:32 28/04/2024,17.87,Temp2
14:26:32 28/04/2024,69.17,Humid1
14:26:32 28/04/2024,45.33,Humid2
14:26:32 28/04/2024,997.9,Press1
14:26:32 28/04/2024,997.29,Press2
14:26:42 28/04/2024,18.29,Temp1
14:26:42 28/04/2024,17.85,Temp2
14:26:42 28/04/2024,68.34,Humid1
14:26:42 28/04/2024,45.28,Humid2
14:26:42 28/04/2024,997.88,Press1
14:26:42 28/04/2024,997.26,Press2
14:26:52 28/04/2024,18.3,Temp1
14:26:52 28/04/2024,17.87,Temp2
14:26:52 28/04/2024,69.79,Humid1
14:26:52 28/04/2024,45.04,Humid2
14:26:52 28/04/2024,997.9,Press1
14:26:52 28/04/2024,997.27,Press2
14:27:02 28/04/2024,18.33,Temp1
14:27:02 28/04/2024,17.88,Temp2
14:27:02 28/04/2024,70.88,Humid1
14:27:02 28/04/2024,44.92,Humid2
14:27:02 28/04/2024,997.86,Press1
14:27:02 28/04/2024,997.14,Press2
14:27:12 28/04/2024,18.37,Temp1
14:27:12 28/04/2024,17.92,Temp2
14:27:12 28/04/2024,72.11,Humid1
14:27:12 28/04/2024,44.93,Humid2
14:27:12 28/04/2024,997.99,Press1
14:27:12 28/04/2024,997.27,Press2
14:27:22 28/04/2024,18.39,Temp1
14:27:22 28/04/2024,17.96,Temp2
14:27:22 28/04/2024,73.36,Humid1
14:27:22 28/04/2024,44.99,Humid2
14:27:22 28/04/2024,997.8,Press1
14:27:22 28/04/2024,997.18,Press2
14:27:32 28/04/2024,18.42,Temp1
14:27:32 28/04/2024,18.03,Temp2
14:27:32 28/04/2024,74.33,Humid1
14:27:32 28/04/2024,44.95,Humid2
14:27:32 28/04/2024,997.97,Press1
14:27:32 28/04/2024,997.3,Press2
14:27:42 28/04/2024,18.46,Temp1
14:27:42 28/04/2024,18.1,Temp2
14:27:42 28/04/2024,75.03,Humid1
14:27:42 28/04/2024,44.84,Humid2
14:27:42 28/04/2024,997.94,Press1
14:27:42 28/04/2024,997.25,Press2
14:27:52 28/04/2024,18.51,Temp1
14:27:52 28/04/2024,18.17,Temp2
14:27:52 28/04/2024,75.77,Humid1
14:27:52 28/04/2024,44.69,Humid2
14:27:52 28/04/2024,998.02,Press1
14:27:52 28/04/2024,997.24,Press2
14:28:02 28/04/2024,18.53,Temp1
14:28:02 28/04/2024,18.24,Temp2
14:28:02 28/04/2024,76.46,Humid1
14:28:02 28/04/2024,44.47,Humid2
14:28:02 28/04/2024,997.99,Press1
14:28:02 28/04/2024,997.19,Press2
14:28:12 28/04/2024,18.55,Temp1
14:28:12 28/04/2024,18.29,Temp2
14:28:12 28/04/2024,77.02,Humid1
14:28:12 28/04/2024,44.34,Humid2
14:28:12 28/04/2024,997.92,Press1
14:28:12 28/04/2024,997.2,Press2
14:28:22 28/04/2024,18.58,Temp1
14:28:22 28/04/2024,18.34,Temp2
14:28:22 28/04/2024,77.59,Humid1
14:28:22 28/04/2024,44.06,Humid2
14:28:22 28/04/2024,997.95,Press1
14:28:22 28/04/2024,997.24,Press2
14:28:32 28/04/2024,18.59,Temp1
14:28:32 28/04/2024,18.4,Temp2
14:28:32 28/04/2024,78.1,Humid1
14:28:32 28/04/2024,43.87,Humid2
14:28:32 28/04/2024,997.99,Press1
14:28:32 28/04/2024,997.28,Press2
14:28:42 28/04/2024,18.63,Temp1
14:28:42 28/04/2024,18.47,Temp2
14:28:42 28/04/2024,78.5,Humid1
14:28:42 28/04/2024,43.88,Humid2
14:28:42 28/04/2024,997.89,Press1
14:28:42 28/04/2024,997.18,Press2
14:28:52 28/04/2024,18.64,Temp1
14:28:52 28/04/2024,18.52,Temp2
14:28:52 28/04/2024,78.83,Humid1
14:28:52 28/04/2024,43.68,Humid2
14:28:52 28/04/2024,998.02,Press1
14:28:52 28/04/2024,997.24,Press2
14:29:02 28/04/2024,18.66,Temp1
14:29:02 28/04/2024,18.57,Temp2
14:29:02 28/04/2024,79.1,Humid1
14:29:02 28/04/2024,43.67,Humid2
14:29:02 28/04/2024,997.99,Press1
14:29:02 28/04/2024,997.25,Press2
14:29:12 28/04/2024,18.68,Temp1
14:29:12 28/04/2024,18.61,Temp2
14:29:12 28/04/2024,79.4,Humid1
14:29:12 28/04/2024,43.43,Humid2
14:29:12 28/04/2024,997.94,Press1
14:29:12 28/04/2024,997.2,Press2
14:29:22 28/04/2024,18.69,Temp1
14:29:22 28/04/2024,18.67,Temp2
14:29:22 28/04/2024,79.64,Humid1
14:29:22 28/04/2024,43.28,Humid2
14:29:22 28/04/2024,997.99,Press1
14:29:22 28/04/2024,997.17,Press2
14:29:32 28/04/2024,18.69,Temp1
14:29:32 28/04/2024,18.69,Temp2
14:29:32 28/04/2024,79.82,Humid1
14:29:32 28/04/2024,43.31,Humid2
14:29:32 28/04/2024,997.99,Press1
14:29:32 28/04/2024,997.21,Press2
14:29:42 28/04/2024,18.72,Temp1
14:29:42 28/04/2024,18.73,Temp2
14:29:42 28/04/2024,80.13,Humid1
14:29:42 28/04/2024,43.18,Humid2
14:29:42 28/04/2024,997.95,Press1
14:29:42 28/04/2024,997.24,Press2
14:29:52 28/04/2024,18.73,Temp1
14:29:52 28/04/2024,18.77,Temp2
14:29:52 28/04/2024,80.34,Humid1
14:29:52 28/04/2024,43.17,Humid2
14:29:52 28/04/2024,997.94,Press1
14:29:52 28/04/2024,997.2,Press2
14:30:02 28/04/2024,18.74,Temp1
14:30:02 28/04/2024,18.81,Temp2
14:30:02 28/04/2024,80.53,Humid1
14:30:02 28/04/2024,43.07,Humid2
14:30:02 28/04/2024,997.99,Press1
14:30:02 28/04/2024,997.23,Press2
14:30:12 28/04/2024,18.76,Temp1
14:30:12 28/04/2024,18.83,Temp2
14:30:12 28/04/2024,80.75,Humid1
14:30:12 28/04/2024,43.03,Humid2
14:30:12 28/04/2024,998.04,Press1
14:30:12 28/04/2024,997.21,Press2
14:30:22 28/04/2024,18.77,Temp1
14:30:22 28/04/2024,18.87,Temp2
14:30:22 28/04/2024,80.96,Humid1
14:30:22 28/04/2024,42.8,Humid2
14:30:22 28/04/2024,997.94,Press1
14:30:22 28/04/2024,997.3,Press2
14:30:32 28/04/2024,18.78,Temp1
14:30:32 28/04/2024,18.9,Temp2
14:30:32 28/04/2024,81.07,Humid1
14:30:32 28/04/2024,42.82,Humid2
14:30:32 28/04/2024,997.96,Press1
14:30:32 28/04/2024,997.27,Press2
14:30:42 28/04/2024,18.78,Temp1
14:30:42 28/04/2024,18.93,Temp2
14:30:42 28/04/2024,81.22,Humid1
14:30:42 28/04/2024,42.69,Humid2
14:30:42 28/04/2024,997.94,Press1
14:30:42 28/04/2024,997.26,Press2
14:30:52 28/04/2024,18.79,Temp1
14:30:52 28/04/2024,18.95,Temp2
14:30:52 28/04/2024,81.33,Humid1
14:30:52 28/04/2024,42.61,Humid2
14:30:52 28/04/2024,997.98,Press1
14:30:52 28/04/2024,997.32,Press2
14:31:02 28/04/2024,18.81,Temp1
14:31:02 28/04/2024,18.96,Temp2
14:31:02 28/04/2024,81.4,Humid1
14:31:02 28/04/2024,42.52,Humid2
14:31:02 28/04/2024,998.02,Press1
14:31:02 28/04/2024,997.21,Press2
14:31:12 28/04/2024,18.82,Temp1
14:31:12 28/04/2024,19.01,Temp2
14:31:12 28/04/2024,81.52,Humid1
14:31:12 28/04/2024,42.64,Humid2
14:31:12 28/04/2024,998.03,Press1
14:31:12 28/04/2024,997.33,Press2
14:31:22 28/04/2024,18.83,Temp1
14:31:22 28/04/2024,19.02,Temp2
14:31:22 28/04/2024,81.69,Humid1
14:31:22 28/04/2024,42.41,Humid2
14:31:22 28/04/2024,998.04,Press1
14:31:22 28/04/2024,997.28,Press2
14:31:32 28/04/2024,18.83,Temp1
14:31:32 28/04/2024,19.04,Temp2
14:31:32 28/04/2024,81.82,Humid1
14:31:32 28/04/2024,42.44,Humid2
14:31:32 28/04/2024,998.02,Press1
14:31:32 28/04/2024,997.26,Press2
14:31:42 28/04/2024,18.85,Temp1
14:31:42 28/04/2024,19.06,Temp2
14:31:42 28/04/2024,81.88,Humid1
14:31:42 28/04/2024,42.48,Humid2
14:31:42 28/04/2024,998.05,Press1
14:31:42 28/04/2024,997.3,Press2
14:31:52 28/04/2024,18.86,Temp1
14:31:52 28/04/2024,19.07,Temp2
14:31:52 28/04/2024,81.95,Humid1
14:31:52 28/04/2024,42.37,Humid2
14:31:52 28/04/2024,998.04,Press1
14:31:52 28/04/2024,997.29,Press2
14:32:02 28/04/2024,18.87,Temp1
14:32:02 28/04/2024,19.09,Temp2
14:32:02 28/04/2024,81.99,Humid1
14:32:02 28/04/2024,42.52,Humid2
14:32:02 28/04/2024,998.06,Press1
14:32:02 28/04/2024,997.32,Press2
14:32:12 28/04/2024,18.87,Temp1
14:32:12 28/04/2024,19.13,Temp2
14:32:12 28/04/2024,82.08,Humid1
14:32:12 28/04/2024,42.28,Humid2
14:32:12 28/04/2024,998.01,Press1
14:32:12 28/04/2024,997.33,Press2
14:32:22 28/04/2024,18.88,Temp1
14:32:22 28/04/2024,19.13,Temp2
14:32:22 28/04/2024,82.17,Humid1
14:32:22 28/04/2024,42.23,Humid2
14:32:22 28/04/2024,998.13,Press1
14:32:22 28/04/2024,997.34,Press2
14:32:32 28/04/2024,18.88,Temp1
14:32:32 28/04/2024,19.14,Temp2
14:32:32 28/04/2024,82.19,Humid1
14:32:32 28/04/2024,42.28,Humid2
14:32:32 28/04/2024,998.05,Press1
14:32:32 28/04/2024,997.27,Press2
14:32:42 28/04/2024,18.89,Temp1
14:32:42 28/04/2024,19.15,Temp2
14:32:42 28/04/2024,82.25,Humid1
14:32:42 28/04/2024,42.17,Humid2
14:32:42 28/04/2024,998.07,Press1
14:32:42 28/04/2024,997.26,Press2
14:32:52 28/04/2024,18.91,Temp1
14:32:52 28/04/2024,19.16,Temp2
14:32:52 28/04/2024,82.29,Humid1
14:32:52 28/04/2024,42.2,Humid2
14:32:52 28/04/2024,998.04,Press1
14:32:52 28/04/2024,997.38,Press2
14:33:02 28/04/2024,18.91,Temp1
14:33:02 28/04/2024,19.18,Temp2
14:33:02 28/04/2024,82.35,Humid1
14:33:02 28/04/2024,42.36,Humid2
14:33:02 28/04/2024,998.08,Press1
14:33:02 28/04/2024,997.42,Press2
14:33:12 28/04/2024,18.92,Temp1
14:33:12 28/04/2024,19.19,Temp2
14:33:12 28/04/2024,82.36,Humid1
14:33:12 28/04/2024,42.2,Humid2
14:33:12 28/04/2024,998.04,Press1
14:33:12 28/04/2024,997.39,Press2
14:33:22 28/04/2024,18.95,Temp1
14:33:22 28/04/2024,19.2,Temp2
14:33:22 28/04/2024,82.44,Humid1
14:33:22 28/04/2024,42.14,Humid2
14:33:22 28/04/2024,998.02,Press1
14:33:22 28/04/2024,997.32,Press2
14:33:32 28/04/2024,18.95,Temp1
14:33:32 28/04/2024,19.21,Temp2
14:33:32 28/04/2024,82.49,Humid1
14:33:32 28/04/2024,42.18,Humid2
14:33:32 28/04/2024,998.1,Press1
14:33:32 28/04/2024,997.36,Press2
14:33:42 28/04/2024,18.97,Temp1
14:33:42 28/04/2024,19.22,Temp2
14:33:42 28/04/2024,82.51,Humid1
14:33:42 28/04/2024,42.21,Humid2
14:33:42 28/04/2024,998.02,Press1
14:33:42 28/04/2024,997.27,Press2
14:33:52 28/04/2024,18.96,Temp1
14:33:52 28/04/2024,19.25,Temp2
14:33:52 28/04/2024,82.52,Humid1
14:33:52 28/04/2024,42.22,Humid2
14:33:52 28/04/2024,998.07,Press1
14:33:52 28/04/2024,997.32,Press2
14:34:02 28/04/2024,18.97,Temp1
14:34:02 28/04/2024,19.24,Temp2
14:34:02 28/04/2024,82.53,Humid1
14:34:02 28/04/2024,42.04,Humid2
14:34:02 28/04/2024,998.1,Press1
14:34:02 28/04/2024,997.38,Press2
14:34:12 28/04/2024,18.98,Temp1
14:34:12 28/04/2024,19.22,Temp2
14:34:12 28/04/2024,82.56,Humid1
14:34:12 28/04/2024,41.99,Humid2
14:34:12 28/04/2024,998.07,Press1
14:34:12 28/04/2024,997.33,Press2
14:34:22 28/04/2024,19.0,Temp1
14:34:22 28/04/2024,19.22,Temp2
14:34:22 28/04/2024,82.59,Humid1
14:34:22 28/04/2024,42.17,Humid2
14:34:22 28/04/2024,998.13,Press1
14:34:22 28/04/2024,997.33,Press2
14:34:32 28/04/2024,18.99,Temp1
14:34:32 28/04/2024,19.22,Temp2
14:34:32 28/04/2024,82.6,Humid1
